,Edad,Ingreso Anual (€),Porcentaje Ahorro (%),Ahorro Actual (€),Gasto Mensual (€),Vida Esperada (años),Edad de Jubilación,Años Hasta Jubilación
1460,62,24942.52,10.25,107407.54,1865.43,77.98,66,4
1461,44,42300.25,21.64,219676.88,2762.25,75.0,66,22
1462,25,36175.43,17.93,32424.59,2474.21,85.93,66,41
1463,52,46639.99,10.67,159230.81,3472.0,86.57,62,10
1464,37,43073.66,20.67,151361.44,2847.5,81.4,65,28
1465,31,32511.99,16.83,60195.01,2253.31,76.36,67,36
1466,47,23782.03,22.23,142712.39,1541.37,75.0,66,19
1467,24,15000.0,22.23,13336.15,972.16,82.17,62,38
1468,43,15000.0,16.82,58030.32,1039.75,84.56,67,24
1469,43,23439.29,14.77,79625.1,1664.78,77.94,62,19
1470,54,32903.17,6.58,73623.35,2561.48,86.01,65,11
1471,41,15000.0,17.35,54640.42,1033.17,75.0,67,26
1472,42,15000.0,11.08,36556.99,1111.53,82.36,66,24
1473,21,15000.0,6.33,949.68,1170.86,75.0,65,44
1474,52,20054.22,13.26,85090.89,1449.59,77.26,67,15
1475,48,23193.09,7.19,46671.06,1793.86,75.0,65,17
1476,38,37824.78,19.49,132721.02,2537.62,84.82,62,24
1477,27,15000.0,17.59,18471.31,1030.1,83.71,64,37
1478,58,26163.31,24.81,246669.68,1639.33,90.0,64,6
1479,26,15000.0,11.69,10521.75,1103.86,82.97,65,39
1480,34,33452.72,14.29,66917.2,2389.41,79.85,63,29
1481,50,17312.46,22.22,115424.36,1122.08,76.84,67,17
1482,64,15000.0,29.82,196835.85,877.2,86.93,63,0
1483,34,15738.59,27.6,60823.26,949.51,90.0,65,31
1484,64,15000.0,18.02,118936.11,1024.74,87.05,67,3
1485,61,23065.15,21.95,207562.32,1500.22,83.06,66,5
1486,29,30092.54,18.3,49557.16,2048.85,82.35,62,33
1487,51,36886.91,15.87,181474.11,2586.08,75.0,67,16
1488,22,16993.35,20.06,6816.86,1132.08,86.4,62,40
1489,38,44089.44,14.66,116362.91,3135.4,78.41,63,25
1490,25,21759.75,12.0,13060.98,1595.63,75.99,62,37
1491,46,41463.18,22.64,244088.78,2672.93,81.06,65,19
1492,43,20360.84,26.8,125501.13,1242.02,78.1,66,23
1493,32,19624.21,12.2,28731.28,1435.83,77.38,63,31
1494,34,29413.71,22.67,93362.65,1895.41,79.56,67,33
1495,33,25693.08,15.85,52942.17,1801.72,75.0,62,29
1496,55,16696.56,12.55,73352.07,1216.73,80.7,64,9
1497,35,39247.06,20.53,120848.22,2599.21,83.21,64,29
1498,55,15000.0,28.49,149548.15,893.93,77.05,66,11
1499,39,29413.82,13.79,77079.92,2113.08,88.74,64,25
1500,35,28774.34,23.99,103531.44,1822.69,79.14,63,28
1501,28,37507.51,12.87,38610.09,2723.44,76.61,64,36
1502,43,37877.02,25.1,218635.39,2364.26,86.08,64,21
1503,33,20111.13,24.0,62745.73,1273.71,82.32,61,28
1504,43,22390.58,24.14,124321.18,1415.44,88.71,61,18
1505,51,21652.89,29.94,200987.28,1264.12,90.0,63,12
1506,50,52721.96,8.51,134645.66,4019.48,75.09,66,16
1507,62,30500.21,14.72,188577.07,2167.52,90.0,64,2
1508,22,37119.15,20.77,15419.52,2450.78,75.0,63,41
1509,31,19428.09,19.76,42232.93,1299.06,75.66,62,31
1510,45,15000.0,24.52,91934.35,943.55,75.32,63,18
1511,49,15000.0,6.17,26851.42,1172.84,88.74,64,15
1512,42,36543.15,22.63,181903.82,2356.23,84.6,62,20
1513,39,15278.4,23.44,68052.88,974.72,83.38,61,22
1514,29,100000.0,6.53,58747.75,7789.37,75.0,62,33
1515,61,17982.87,18.47,136157.23,1221.83,81.89,66,5
1516,58,26254.87,11.12,110990.63,1944.51,90.0,64,6
1517,49,26231.23,25.04,190485.85,1638.56,84.58,64,15
1518,30,24094.5,6.24,15035.79,1882.58,80.36,61,31
1519,42,15000.0,8.65,28558.54,1141.82,87.41,66,24
1520,44,24931.23,7.61,45542.45,1919.47,82.73,63,19
1521,28,24822.35,6.63,13166.66,1931.38,79.5,62,34
1522,26,18964.46,20.0,22759.45,1264.27,78.6,66,40
1523,27,55588.59,26.71,103948.27,3394.9,84.71,64,37
1524,40,15000.0,17.77,53322.98,1027.82,80.59,66,26
1525,37,15000.0,10.26,26174.57,1121.69,82.84,66,29
1526,56,32107.81,13.59,157140.97,2311.9,75.0,67,11
1527,28,21087.44,14.01,23633.38,1511.11,81.45,65,37
1528,33,15000.0,16.29,31767.23,1046.36,76.7,62,29
1529,44,24282.42,15.51,90409.06,1709.62,87.19,65,21
1530,51,35585.33,21.78,240251.55,2319.61,76.7,65,14
1531,43,15000.0,13.5,46567.42,1081.28,78.17,62,19
1532,37,31616.55,21.57,115956.96,2066.3,75.24,64,27
1533,44,25988.6,18.67,116445.6,1761.39,86.14,64,20
1534,63,19638.7,6.21,52464.19,1534.88,84.59,63,0
1535,30,24904.45,27.99,69712.05,1494.44,76.52,61,31
1536,51,25115.43,9.45,73567.35,1895.19,77.37,66,15
1537,40,28996.47,16.29,94460.19,2022.79,85.96,67,27
1538,36,15000.0,28.69,68855.83,891.38,90.0,63,27
1539,34,37939.06,11.18,59399.91,2808.02,84.24,61,27
1540,23,36176.36,5.55,6027.83,2847.26,87.74,67,44
1541,50,36712.9,17.25,190002.98,2531.62,80.68,62,12
1542,38,15000.0,10.6,28615.36,1117.52,76.69,64,26
1543,26,39033.88,19.55,45788.35,2616.87,81.16,64,38
1544,40,18317.25,25.43,93153.11,1138.3,87.43,63,23
1545,55,28720.87,17.78,178734.99,1967.85,79.17,65,10
1546,39,15000.0,21.13,60208.34,985.93,80.27,67,28
1547,46,15652.87,21.65,88125.54,1021.95,90.0,65,19
1548,55,33529.85,25.51,299410.74,2081.27,90.0,67,12
1549,32,28652.54,22.2,76324.08,1857.68,82.72,63,31
1550,28,15000.0,29.4,35285.16,882.45,87.9,66,38
1551,57,30948.92,16.41,187858.51,2155.97,76.06,63,6
1552,30,15000.0,6.26,9384.69,1171.79,85.32,63,33
1553,41,19282.65,14.85,60135.66,1368.25,82.53,62,21
1554,61,15000.0,26.0,159881.25,925.04,84.11,67,6
1555,62,26151.84,8.33,91458.49,1997.85,75.28,66,4
1556,49,37936.75,23.4,257422.28,2421.68,75.0,64,15
1557,51,34285.77,18.39,195476.09,2331.67,79.2,64,13
1558,60,15000.0,27.52,165099.91,906.04,75.17,66,6
1559,27,21523.7,23.28,35074.63,1376.09,77.25,67,40
1560,54,15000.0,21.51,109716.82,981.09,90.0,65,11
1561,54,43572.05,27.17,402538.78,2644.39,88.16,64,10
1562,50,22237.71,27.71,184832.05,1339.72,83.73,62,12
1563,24,30485.16,14.62,17831.28,2168.95,84.25,62,38
1564,61,24332.65,28.2,281296.05,1455.98,84.09,62,1
1565,50,16105.9,6.37,30766.06,1256.7,81.05,63,13
1566,45,16698.4,24.06,100458.26,1056.67,83.62,63,18
1567,34,27663.58,13.41,51948.29,1996.08,86.73,65,31
1568,44,49934.0,17.18,205946.87,3446.07,80.85,67,23
1569,63,18556.16,25.89,206610.08,1145.94,89.22,67,4
1570,51,39619.41,20.93,257013.11,2610.72,80.78,65,14
1571,59,34938.45,16.44,223974.22,2432.96,77.04,61,2
1572,48,18775.69,9.1,47831.69,1422.28,83.31,62,14
1573,45,38180.82,28.48,271862.93,2275.53,81.04,67,22
1574,39,36666.95,13.31,92740.55,2648.82,80.72,63,24
1575,24,15000.0,7.53,4517.42,1155.89,86.4,64,40
1576,54,31282.25,19.1,203185.92,2108.85,80.18,62,8
1577,52,41783.68,15.16,202660.82,2954.21,77.33,63,11
1578,45,15000.0,19.76,74110.42,1002.97,80.05,63,18
1579,42,15000.0,10.84,35766.22,1114.52,78.3,64,22
1580,48,24440.08,14.47,99009.27,1742.0,78.25,65,17
1581,38,48499.89,29.31,255899.37,2856.94,86.89,64,26
1582,27,15000.0,28.41,29834.08,894.83,76.89,64,37
1583,31,15000.0,26.61,43905.75,917.38,82.59,63,32
1584,62,17558.2,24.48,180511.78,1105.02,80.34,62,0
1585,31,16376.39,8.91,16057.69,1243.05,81.45,64,33
1586,29,15000.0,16.67,22508.91,1041.58,75.0,62,33
1587,55,16447.24,23.2,133537.59,1052.66,85.22,63,8
1588,57,26223.3,11.54,112008.88,1933.0,80.6,66,9
1589,43,55721.97,5.83,74677.29,4372.93,86.86,64,21
1590,53,29167.25,15.45,148733.03,2055.02,84.0,63,10
1591,21,32961.01,15.63,5151.32,2317.47,82.24,67,46
1592,40,15000.0,6.63,19882.52,1167.16,82.04,65,25
1593,25,21010.33,13.02,13672.88,1522.98,90.0,67,42
1594,49,19729.73,27.93,159819.23,1184.89,77.98,64,15
1595,46,25925.44,11.26,75881.92,1917.24,83.46,63,17
1596,58,29684.58,19.23,216905.73,1998.04,83.19,63,5
1597,23,35469.67,17.2,18299.21,2447.49,75.0,66,43
1598,41,22380.71,26.55,124798.42,1369.83,81.71,63,22
1599,33,16958.32,21.34,47043.02,1111.64,75.0,63,30
1600,51,40620.81,8.96,112837.64,3081.74,81.66,66,15
1601,37,31652.34,8.57,46123.53,2411.6,75.0,66,29
1602,55,30003.55,18.94,198863.92,2026.81,83.91,67,12
1603,43,21596.35,6.16,30605.95,1688.8,75.7,67,24
1604,23,40462.36,14.84,18011.75,2871.54,81.94,65,42
1605,22,15000.0,14.98,4492.58,1062.81,75.0,64,42
1606,23,34423.6,9.91,10232.41,2584.4,84.38,64,41
1607,40,34337.37,12.53,86017.21,2503.04,81.61,64,24
1608,64,15000.0,13.25,87441.46,1084.39,81.08,64,0
1609,29,15673.55,5.29,7467.77,1236.98,82.7,64,35
1610,24,15000.0,25.15,15088.37,935.66,84.62,63,39
1611,45,28429.77,28.94,205662.06,1683.61,77.7,64,19
1612,21,15000.0,12.23,1834.75,1097.1,81.91,67,46
1613,59,24627.18,7.8,74912.41,1892.2,79.67,67,8
1614,32,15034.32,28.84,52028.62,891.55,88.51,65,33
1615,60,15000.0,23.51,141082.65,956.08,79.96,63,3
1616,60,15000.0,27.28,163671.36,909.02,77.98,67,7
1617,44,15000.0,14.02,50478.85,1074.73,75.0,64,20
1618,29,45021.91,17.1,69295.03,3110.21,80.66,65,36
1619,40,15373.51,28.26,86878.76,919.13,78.55,67,27
1620,25,27170.96,16.49,22400.84,1890.9,83.81,64,39
1621,40,15000.0,21.8,65407.15,977.47,83.11,67,27
1622,41,36789.33,22.62,174756.42,2372.3,84.66,63,22
1623,22,29807.74,25.93,15457.01,1839.94,75.7,67,45
1624,41,19655.77,29.38,121270.01,1156.75,75.0,64,23
1625,62,24732.49,13.37,138908.61,1785.43,82.0,64,2
1626,44,25817.29,11.19,69311.81,1910.77,86.12,65,21
1627,29,15000.0,6.94,9372.58,1163.22,80.03,64,35
1628,59,15000.0,26.41,154518.61,919.83,90.0,64,5
1629,50,34855.19,12.32,128793.37,2546.84,81.38,65,15
1630,38,47730.98,6.24,53614.18,3729.37,78.32,64,26
1631,64,23704.56,26.63,277769.46,1449.3,84.08,67,3
1632,63,31141.93,17.75,237660.45,2134.58,88.91,63,0
1633,30,40225.48,25.96,104416.62,2481.98,81.78,63,33
1634,61,18725.67,18.86,144813.88,1266.14,85.77,66,5
1635,41,21199.57,12.84,57176.95,1539.74,79.89,64,23
1636,42,31482.01,8.24,57102.02,2407.2,80.0,62,20
1637,37,65626.61,15.93,177712.69,4597.74,87.59,64,27
1638,25,32035.09,5.66,9071.9,2518.39,75.0,65,40
1639,26,25637.22,20.06,30859.24,1707.83,76.75,65,39
1640,30,16423.85,15.69,25771.68,1153.89,84.9,63,33
1641,63,21397.05,8.54,78556.66,1630.85,80.28,67,4
1642,22,31062.61,18.26,11341.5,2115.99,83.49,66,44
1643,27,29447.15,25.02,51579.45,1839.89,84.66,66,39
1644,24,16321.27,29.37,19174.24,960.64,75.41,67,43
1645,57,42404.06,18.18,285297.32,2891.11,75.37,61,4
1646,39,42428.08,8.24,66415.51,3244.38,87.76,65,26
1647,48,20837.78,25.27,147426.13,1297.71,80.07,66,18
1648,40,25339.33,22.39,113493.44,1638.72,78.62,61,21
1649,50,15988.35,28.85,138375.7,947.99,83.85,66,16
1650,62,15000.0,18.38,115796.05,1020.25,86.9,67,5
1651,58,26200.99,13.93,138668.4,1879.32,85.89,65,7
1652,22,15000.0,29.07,8721.3,886.61,84.31,64,42
1653,23,30462.16,18.46,16870.96,2069.88,87.79,64,41
1654,62,18060.28,5.4,40942.83,1423.79,84.55,65,3
1655,59,37237.89,16.84,244588.64,2580.53,79.23,65,6
1656,45,21103.5,5.06,26693.04,1669.65,83.31,66,21
1657,22,15000.0,23.44,7032.81,956.97,85.92,64,42
1658,59,18286.61,19.15,136563.8,1232.08,77.95,64,5
1659,35,23235.49,7.75,26993.93,1786.32,79.16,66,31
1660,23,15000.0,25.33,11396.38,933.43,82.99,65,42
1661,25,15000.0,18.41,13808.2,1019.86,85.44,66,41
1662,60,20054.46,7.85,62983.12,1539.99,81.88,67,7
1663,56,36398.92,9.0,117936.07,2760.24,83.29,63,7
1664,60,30202.96,25.55,308705.6,1873.78,75.0,64,4
1665,58,21867.97,13.89,115400.03,1569.26,90.0,65,7
1666,57,15000.0,25.53,141677.08,930.91,85.88,67,10
1667,47,15000.0,6.74,27287.21,1165.78,85.64,66,19
1668,25,30471.86,11.1,16906.51,2257.55,85.21,64,39
1669,37,24320.94,24.11,99703.12,1538.0,85.65,65,28
1670,58,33765.78,21.04,269996.91,2221.72,88.96,66,8
1671,61,40215.19,12.67,208915.98,2926.64,87.59,65,4
1672,32,17553.04,28.4,59822.17,1047.32,84.14,62,30
1673,62,27448.3,10.28,118472.23,2052.29,86.03,64,2
1674,51,29321.4,26.24,238552.79,1802.18,83.39,61,10
1675,53,15541.89,22.39,114852.83,1005.13,78.2,65,12
1676,63,15954.52,8.03,55075.14,1222.81,79.46,64,1
1677,49,31614.68,18.88,173077.36,2137.21,79.9,66,17
1678,58,22045.57,28.25,236639.84,1318.18,81.15,64,6
1679,23,15000.0,20.47,9212.58,994.09,80.81,61,38
1680,58,15000.0,18.22,103855.05,1022.25,76.23,64,6
1681,61,15000.0,14.16,87072.19,1073.02,83.05,63,2
1682,60,18414.11,24.72,182076.56,1155.18,85.69,63,3
1683,50,15000.0,27.83,125219.16,902.17,79.67,64,14
1684,42,23181.55,23.83,121546.49,1471.39,80.38,67,25
1685,58,68913.35,23.13,605739.3,4414.4,85.77,67,9
1686,52,27727.39,9.81,87061.86,2083.89,82.95,66,14
1687,63,37554.73,25.85,417434.05,2320.58,86.41,63,0
1688,30,26911.77,6.02,16193.88,2107.7,85.68,66,36
1689,52,15000.0,23.93,114883.38,950.82,78.04,61,9
1690,63,23465.25,10.27,103642.57,1754.58,83.13,62,0
1691,24,15656.95,17.18,10760.41,1080.57,85.0,66,42
1692,49,15000.0,22.38,97356.69,970.24,78.52,65,16
1693,28,19667.9,23.98,37726.11,1246.01,76.17,64,36
1694,40,30197.63,27.2,164287.78,1831.94,81.91,66,26
1695,27,18909.1,12.06,15969.42,1385.65,75.0,62,35
1696,21,33839.29,10.61,3589.67,2520.8,75.0,63,42
1697,45,24139.61,29.91,180480.71,1410.03,85.0,66,21
1698,46,25813.83,10.19,68384.15,1931.97,78.2,63,17
1699,29,21385.08,21.64,41643.84,1396.5,80.49,65,36
1700,43,41896.42,28.82,277701.31,2485.2,83.21,64,21
1701,60,15514.54,27.41,170125.62,938.45,81.8,63,3
1702,22,15960.12,16.08,5133.28,1116.12,78.17,67,45
1703,46,18786.48,20.94,102278.88,1237.72,90.0,64,18
1704,34,28316.0,18.23,72257.82,1929.56,81.61,65,31
1705,64,30290.76,13.67,182144.75,2179.26,90.0,63,0
1706,51,16644.83,8.61,44429.56,1267.63,77.3,64,13
1707,46,34490.13,25.08,224946.81,2153.19,80.12,61,15
1708,39,15000.0,7.26,20693.97,1159.24,82.12,64,25
1709,58,31458.8,20.24,241964.09,2090.94,82.37,64,6
1710,25,26339.8,19.86,26154.41,1759.08,86.95,64,39
1711,26,22218.91,13.37,17824.82,1604.01,75.0,67,41
1712,55,27905.02,8.39,81896.35,2130.43,89.64,66,11
1713,36,20753.56,24.99,82984.13,1297.25,75.0,64,28
1714,51,25024.64,16.55,128374.23,1740.29,78.11,63,12
1715,38,73352.86,23.13,305421.35,4698.75,82.26,67,29
1716,34,34446.46,5.41,26100.1,2715.18,84.05,62,28
1717,45,16796.4,6.86,28816.65,1303.64,81.0,62,17
1718,35,18908.61,9.4,26650.34,1427.66,79.61,63,28
1719,46,40299.84,7.85,82209.56,3094.83,82.04,67,21
1720,56,18080.65,9.79,63740.83,1359.17,80.01,63,7
1721,31,51554.1,22.16,125680.76,3344.05,87.42,64,33
1722,57,32295.59,6.17,73786.46,2525.11,85.46,66,9
1723,61,15000.0,5.95,36571.84,1175.67,84.23,67,6
1724,57,34001.73,5.79,72858.3,2669.38,87.11,65,8
1725,27,15000.0,22.44,23563.29,969.48,83.74,64,37
1726,38,18505.1,18.4,61300.16,1258.29,80.81,67,29
1727,40,33779.03,14.26,96311.19,2413.62,75.0,61,21
1728,22,15000.0,21.89,6567.06,976.37,90.0,66,44
1729,46,60763.33,18.84,297644.78,4109.62,87.61,63,17
1730,43,35746.72,5.18,42616.36,2824.49,75.95,66,23
1731,52,15000.0,25.96,124625.97,925.45,85.66,63,11
1732,33,47098.96,13.75,84217.61,3385.06,84.3,64,31
1733,33,15000.0,14.99,29228.61,1062.64,77.28,62,29
1734,37,15000.0,24.56,62620.98,943.03,88.93,63,26
1735,45,15000.0,9.68,36289.76,1129.03,82.83,65,20
1736,42,15000.0,5.25,17330.93,1184.35,76.26,66,24
1737,47,18646.56,27.72,139563.16,1123.13,75.91,67,20
1738,37,24235.54,17.64,72664.99,1663.43,84.08,62,25
1739,46,23876.42,13.74,85284.8,1716.35,77.23,62,16
1740,58,23510.19,25.48,227600.56,1460.06,78.32,67,9
1741,34,22613.22,5.66,17910.4,1777.83,84.12,66,32
1742,34,15000.0,10.06,21120.27,1124.28,78.7,65,31
1743,32,17132.93,8.88,18261.37,1300.93,79.65,64,32
1744,25,15000.0,23.45,17584.33,956.93,78.05,63,38
1745,57,37789.2,12.8,178999.99,2745.95,85.36,64,7
1746,24,23093.46,24.32,22467.79,1456.38,88.19,64,40
1747,49,22791.92,6.04,39901.91,1784.67,75.0,65,16
1748,45,32523.04,20.2,164264.87,2162.7,77.08,65,20
1749,24,33707.84,12.96,17468.1,2445.07,75.0,62,38
1750,36,18387.21,9.67,28457.51,1384.05,82.63,66,30
1751,22,20776.14,25.42,10562.23,1291.25,83.02,67,45
1752,43,48197.75,15.31,169677.2,3401.71,77.25,66,23
1753,24,16438.07,19.29,12684.1,1105.59,79.82,63,39
1754,40,47983.48,5.83,55920.87,3765.62,84.29,63,23
1755,37,18487.23,24.79,77912.66,1158.68,89.76,66,29
1756,26,15000.0,12.17,10954.86,1097.85,78.3,64,38
1757,38,23034.77,22.34,92607.31,1490.83,82.55,66,28
1758,40,18415.95,24.01,88440.27,1166.16,84.73,62,22
1759,59,15000.0,7.93,46378.25,1150.9,90.0,66,7
1760,61,21152.1,12.4,107515.7,1544.15,84.01,64,3
1761,54,17279.02,23.09,135627.18,1107.5,90.0,61,7
1762,60,56214.54,10.8,242946.63,4178.41,75.0,65,5
1763,44,35747.82,26.2,224819.59,2198.36,84.06,65,21
1764,38,15000.0,12.8,34558.21,1090.01,80.65,65,27
1765,50,15212.46,15.06,68721.95,1076.81,81.88,62,12
1766,21,36326.05,7.49,2722.12,2800.33,75.92,66,45
1767,43,40386.8,8.69,80738.55,3073.04,88.11,64,21
1768,49,18647.05,11.89,64272.78,1369.23,84.91,67,18
1769,61,17318.72,6.22,44185.52,1353.42,83.07,67,6
1770,61,20669.64,9.83,83269.31,1553.22,75.0,63,2
1771,52,25463.27,15.22,124045.46,1798.9,86.57,64,12
1772,22,31660.38,14.5,9180.91,2255.83,78.68,62,40
1773,56,32490.27,9.97,116583.2,2437.65,78.08,65,9
1774,37,15000.0,7.01,17878.73,1162.36,75.0,67,30
1775,63,18400.73,12.95,102493.71,1334.76,80.33,65,2
1776,22,15000.0,23.63,7090.1,954.58,79.23,63,41
1777,24,21768.82,17.75,15458.03,1492.03,88.71,62,38
1778,64,15000.0,28.67,189222.66,891.62,76.98,62,0
1779,54,15276.87,8.5,44135.4,1164.9,78.41,65,11
1780,21,38254.71,10.18,3895.46,2863.27,79.05,67,46
1781,43,26769.54,12.01,73930.03,1962.93,77.91,65,22
1782,26,26226.83,5.33,8379.55,2069.19,75.36,66,40
1783,36,22051.86,28.58,100854.68,1312.37,85.25,64,28
1784,22,44439.82,16.13,14339.92,3105.82,81.13,65,43
1785,32,16092.08,17.04,32907.48,1112.48,79.3,64,32
1786,47,23904.09,8.95,57741.23,1813.79,78.74,67,20
1787,39,23274.07,26.82,118588.69,1419.38,82.63,62,23
1788,48,18503.78,22.32,115619.49,1197.88,78.78,65,17
1789,55,64161.06,15.78,354451.93,4502.82,81.66,66,11
1790,63,15000.0,26.95,173822.9,913.13,84.39,65,2
1791,24,15000.0,27.64,16581.87,904.54,83.72,63,39
1792,27,23248.51,6.24,10150.09,1816.54,89.19,64,37
1793,57,16292.85,7.98,48125.05,1249.35,86.89,65,8
1794,45,15000.0,5.69,21340.15,1178.87,83.65,67,22
1795,61,26580.42,19.54,212981.85,1782.14,83.91,64,3
1796,37,24856.93,10.45,44152.4,1854.98,90.0,64,27
1797,61,38605.24,26.12,413481.9,2376.69,78.01,64,3
1798,34,16680.38,16.65,38876.94,1158.62,84.49,65,31
1799,57,15000.0,25.94,143982.23,925.72,77.69,67,10
1800,22,15000.0,18.89,5667.04,1013.87,86.17,65,43
1801,44,15000.0,24.9,89655.1,938.7,85.19,63,19
1802,35,46554.45,14.3,99833.99,3324.9,80.77,66,31
1803,53,36421.0,28.63,344160.2,2165.99,88.49,63,10
1804,32,41842.47,21.68,108852.2,2730.95,82.3,61,29
1805,39,30737.26,19.89,116143.2,2052.04,83.68,62,23
1806,25,15000.0,13.81,10356.69,1077.39,75.0,66,41
1807,21,17997.44,28.43,5116.6,1073.4,90.0,67,46
1808,63,32736.59,13.44,189238.57,2361.31,76.84,63,0
1809,29,15000.0,25.9,34960.26,926.29,75.78,64,35
1810,59,27457.14,15.11,161777.63,1942.42,85.11,65,6
1811,54,32505.16,24.18,267227.0,2053.8,82.86,64,10
1812,49,68296.5,27.8,550545.91,4109.35,75.0,62,13
1813,22,35517.05,16.64,11820.2,2467.25,77.71,62,40
1814,39,27932.24,18.15,96342.29,1905.13,79.98,64,25
1815,48,22342.23,13.26,82943.3,1615.0,78.28,66,18
1816,55,28900.75,6.37,64407.85,2255.04,82.98,62,7
1817,60,29888.89,21.31,254797.2,1959.91,86.65,63,3
1818,42,15000.0,7.99,26370.51,1150.11,90.0,63,21
1819,24,24507.11,13.85,13578.38,1759.38,75.0,65,41
1820,28,15000.0,13.74,16484.82,1078.28,81.67,61,33
1821,21,15000.0,8.78,1316.26,1140.31,82.42,67,46
1822,56,22494.63,21.67,175466.98,1468.38,82.36,64,8
1823,27,27981.15,9.36,18343.01,2113.39,83.0,64,37
1824,45,15000.0,24.46,91719.03,944.27,82.42,64,19
1825,49,38059.75,11.23,123971.01,2815.41,87.81,63,14
1826,21,47087.01,12.18,5736.23,3445.9,83.94,64,43
1827,38,32957.43,13.59,80639.5,2373.12,75.0,67,29
1828,24,21734.15,8.82,7666.78,1651.45,75.41,62,38
1829,40,25671.3,15.86,81411.98,1800.06,86.54,62,22
1830,28,23305.36,7.01,13066.16,1806.01,84.46,62,34
1831,47,24513.79,15.68,103767.68,1722.54,80.62,66,19
1832,59,15000.0,13.5,78962.15,1081.28,84.36,61,2
1833,55,18282.43,13.46,86107.02,1318.52,85.06,64,9
1834,45,22692.5,21.52,122067.79,1484.15,87.05,64,19
1835,34,26070.89,24.23,88421.51,1646.26,80.84,65,31
1836,64,29577.64,13.9,180896.36,2122.2,85.98,61,0
1837,60,15000.0,11.55,69302.2,1105.62,81.36,64,4
1838,51,20203.54,17.36,108719.43,1391.37,75.0,63,12
1839,25,19259.98,24.69,23779.31,1208.68,83.94,62,37
1840,37,58673.61,21.11,210605.1,3857.09,88.33,65,28
1841,30,24956.28,5.95,14849.07,1955.95,85.9,66,36
1842,63,30849.62,17.0,225487.37,2133.81,88.0,67,4
1843,36,36251.52,29.77,172697.18,2121.5,82.88,67,31
1844,24,33755.86,13.83,18671.29,2424.0,77.78,64,40
1845,25,15000.0,16.02,12013.44,1049.78,82.97,66,41
1846,62,20148.51,12.19,103115.45,1474.45,80.13,65,3
1847,61,30914.96,17.44,221084.33,2126.89,83.64,64,3
1848,40,23507.49,9.02,42421.78,1782.2,82.29,62,22
1849,26,15000.0,11.18,10057.81,1110.31,87.15,64,38
1850,31,15000.0,22.79,37609.12,965.08,75.08,67,36
1851,37,15000.0,8.46,21565.78,1144.29,75.0,65,28
1852,61,25954.9,28.15,299596.72,1553.97,82.39,64,3
1853,23,24762.16,12.7,9433.65,1801.47,80.22,66,43
1854,36,47189.12,19.38,146291.02,3170.49,79.4,65,29
1855,56,22165.87,13.05,104101.47,1606.18,78.47,65,9
1856,46,24386.43,16.95,107475.86,1687.73,81.82,65,19
1857,44,15000.0,27.6,99342.12,905.06,84.06,65,21
1858,54,20375.44,6.71,46515.22,1583.95,84.75,67,13
1859,40,68644.24,26.41,362559.16,4209.69,75.0,65,25
1860,37,26135.65,18.94,84148.64,1765.48,81.48,65,28
1861,40,16648.19,21.63,72009.36,1087.31,75.0,64,24
1862,36,27112.94,6.4,27751.41,2114.87,86.45,65,29
1863,24,37085.16,24.03,35653.64,2347.65,85.11,67,43
1864,38,28251.37,8.19,41670.85,2161.36,76.67,64,26
1865,56,33382.63,29.12,349963.14,1971.79,82.44,64,8
1866,55,35584.28,24.98,311140.51,2224.55,75.0,64,9
1867,50,23822.94,17.32,123796.14,1641.37,84.18,64,14
1868,38,25965.61,28.1,131353.56,1555.68,84.26,66,28
1869,41,16331.86,9.23,31645.19,1235.41,85.79,63,22
1870,52,16240.5,29.79,154825.72,950.18,85.11,64,12
1871,25,21157.54,22.92,24247.05,1359.01,79.31,67,42
1872,61,15000.0,7.46,45875.6,1156.76,76.86,63,2
1873,43,26487.61,18.41,112185.67,1800.83,78.52,61,18
1874,50,15000.0,22.77,102473.59,965.35,81.37,63,13
1875,47,24087.81,20.33,132191.5,1599.32,75.68,67,20
1876,35,28527.38,15.6,66748.66,2006.46,80.27,62,27
1877,61,15000.0,11.2,68901.96,1109.96,80.27,62,1
1878,34,27038.9,10.96,41472.36,2006.38,87.59,64,30
1879,41,15000.0,28.17,88747.34,897.83,84.35,66,25
1880,54,29564.87,10.87,109250.95,2195.97,78.4,66,12
1881,46,29771.11,29.06,224939.57,1759.97,83.46,62,16
1882,45,30796.74,10.26,78960.12,2303.19,84.1,67,22
1883,51,26157.41,14.61,118445.97,1861.38,75.0,63,12
1884,26,16999.04,5.31,5413.94,1341.39,90.0,63,37
1885,24,17303.57,27.58,19088.32,1044.29,81.09,64,40
1886,44,16186.59,7.61,29558.5,1246.25,77.5,65,21
1887,62,36859.41,13.93,215699.67,2643.64,82.1,65,3
1888,51,51294.83,26.06,414437.41,3160.49,77.41,67,16
1889,39,22976.21,24.8,108252.76,1439.89,75.0,65,26
1890,31,15000.0,26.04,42961.92,924.53,84.82,67,36
1891,49,19167.51,27.85,154821.39,1152.4,82.21,62,13
1892,25,35936.28,27.78,49909.69,2162.86,83.31,67,42
1893,38,29055.81,24.26,126893.86,1833.85,75.0,63,25
1894,23,22403.39,19.56,13146.71,1501.76,84.28,64,41
1895,60,19299.69,19.04,146976.68,1302.11,80.86,64,4
